title,rating,acidity_structure,aftertaste,aroma,body,flavor,with_milk,agtron,blind_assessment,bottom_line,coffee_origin,est_price,notes,review_date,roast_level,roaster,roaster_location,url
El Salvador Finca La Esperanza,94.0,9.0,8.0,9.0,9.0,9.0,,62/78,"Gently sweet-tart, multi-layered. Dried raspberry, honeysuckle, almond butter, cocoa nib, honey in aroma and cup. Sweet-tart structure with winey acidity; full, syrupy mouthfeel. Finish consolidates to notes of almond butter and cocoa nib with undertones of dried raspberry. ","A fruit-toned, natural-processed El Salvador coffee with leading notes of dried berries supported by deep nut and cocoa tones.","Apaneca-Ilamatepec, El Salvador",$14.00/230 grams,"Produced at Finca La Esperanza entirely of the Red Bourbon variety of Arabica, and processed by the natural method (dried in the whole fruit). Interpretation Coffee is a Taiwan-based nano-roaster that specializes in microlot coffees. Visit www.interpretationcoffee.com. ",July 2022,Medium-Light,Interpretation Coffee,"Chia-Yi, Taiwan",https://www.coffeereview.com/review/el-salvador-finca-la-esperanza/
Rider Blend,91.0,8.0,8.0,8.0,8.0,9.0,,58/75,"Crisply sweet, intentionally fermenty. Whiskey barrel, cocoa powder, raisin, fresh-cut fir, pistachio in aroma and cup. Sweet-savory structure with brisk acidity; velvety mouthfeel. Sweetly fermenty finish with notes of whiskey cask and fresh fir.","A sweetly wood-framed, gently fermenty blend influenced by aging in whiskey casks.",Sumatra; Colombia,NT $500/227 grams,"A blend of coffees from Sumatra and Colombia, aged in whiskey casks. Desolate Café is a specialty roaster in Nantou, Taiwan. The shop offers coffee, homemade desserts, and other foods. For more information, visit www.desolatecoffee.com.",July 2022,Medium-Light,Desolate Café,"Nantou, Taiwan",https://www.coffeereview.com/review/rider-blend/
Ethiopia Bidimoo Chelelektu Natural,92.0,9.0,8.0,8.0,8.0,9.0,,62/80,"Bittersweet, cleanly fruit-toned. Dark chocolate, raspberry, lime zest, hazelnut butter, rhododendron in aroma and cup. Deeply sweet structure with juicy, bright acidity; lightly satiny mouthfeel. The finish is carried by notes of dark chocolate and raspberry.","A juicy, richly fruit-toned natural-processed Ethiopia cup with distinct raspberry notes throughout, supported by dark chocolate.","Yirgacheffe growing region, southern Ethiopia",NT $600/227 grams,"The Yirgacheffe region produces distinctive coffees from traditional landrace varieties of Arabica long grown in the area. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Desolate Café is a specialty roaster in Nantou, Taiwan. The shop offers coffee, homemade desserts, and other foods. For more information, visit www.desolatecoffee.com.",July 2022,Light,Desolate Café,"Nantou, Taiwan",https://www.coffeereview.com/review/ethiopia-bidimoo-chelelektu-natural/
Philippines Sitio Belis Garnica,93.0,9.0,8.0,9.0,8.0,9.0,,60/78,"Balanced, richly sweet-tart. Apricot, cocoa nib, almond, lemon verbena, cedar in aroma and cup. Sweet structure with bright, juicy acidity; crisp, satiny mouthfeel. The finish consolidates to notes of cocoa-toned almond and lemon verbena.", An inviting washed Philippines cup with depth from cocoa notes and lift from stone fruit and sweet herbs.,"Atok Benguet, northern Philippines",$30.00/12 ounces,"Produced by Kalsada Coffee entirely of the Garnica variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.",January 2023,Medium-Light,Mostra Coffee,"San Diego, California",https://www.coffeereview.com/review/philippines-sitio-belis-garnica/
Guatemala El Milagro Bourbon Especial,95.0,9.0,9.0,9.0,9.0,9.0,,60/78,"High-toned, chocolaty and richly aromatic. Malted chocolate, black cherry, cashew butter, pink grapefruit, toffee in aroma and cup. Brightly sweet structure with lively but restrained acidity; plush, creamy mouthfeel. The integrated finish carries over all the aroma and flavor notes from the cup.","An elegantly sweet, rich-toned Guatemala Bourbon — balanced, bright, juicy and deep.","Huehuetenango, Guatemala",$28.00/12 ounces,"Produced by Juan Villatoro of Finca El Milagro, entirely of the Bourbon variety of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information.",January 2023,Medium-Light,PT's Coffee Roasting Co.,"Topeka, Kansas",https://www.coffeereview.com/review/guatemala-el-milagro-bourbon-especial/
Ethiopia Dur Feres,91.0,8.0,8.0,8.0,8.0,9.0,,65/84,"Gently fruit-toned, richly wood-framed. Pie cherry, balsa wood, maple syrup, lemon balm, grapefruit zest in aroma and cup. Sweet structure with gentle, round acidity; crisp, silky mouthfeel. Wood-framed finish with tart cherry and grapefruit suggestions.",An invigoratingly tart-leaning natural Ethiopia with integrated and harmonious aromatic wood suggestions throughout.,"Guji Zone, Oromia Region, southern Ethiopia",$22.00/12 ounces,"Dur Feres, which means ""wild horse"" in Amharic, is a blend of green coffees from several southern Ethiopian wet mills or washing stations, including Bombe, Qonqona, Shantawene, and Damo, all processed by the natural method (coffee is dried in the whole fruit). Drink Coffee Do Stuff operates a roastery in Truckee, California and a coffee shop in nearby Incline Village, Nevada. Visit www.drinkcoffeedostuff.com for more information.",February 2023,Light,Drink Coffee Do Stuff,"Truckee, California",https://www.coffeereview.com/review/ethiopia-dur-feres/
El Salvador Las Delicias Pacamara,92.0,9.0,8.0,8.0,8.0,9.0,,62/78,"Crisply chocolaty, rich-toned. Baking chocolate, pomegranate, gingerbread, Meyer lemon zest, pink peppercorn in aroma and cup. Savory-sweet structure with bright, lively acidity; crisp yet velvety mouthfeel. The finish consolidates to notes of pomegranate and pink peppercorn.","A bold Pacamara from El Salvador that will appeal to those who like rich, chocolaty coffees with tart fruit and spice undertones.","Atiquizaya, Apaneca-Ilamatepec Mountains, El Salvador",$19.00/12 ounces,"Produced by the Menendez Family of Menendez Estates entirely of the Pacamara variety of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed from the beans before drying). Backporch Coffee Roasters is a specialty roaster based in Bend, Oregon. Visit www.backporchcoffeeroasters.com for more information.",February 2023,Medium-Light,Backporch Coffee Roasters,"Bend, Oregon",https://www.coffeereview.com/review/el-salvador-las-delicias-pacamara/
Ethiopia Guji Kercha G2,92.0,8.0,8.0,9.0,8.0,9.0,,57/75,"Delicately sweet-tart. Green grape, cocoa powder, bay leaf, fresh-cut fir, brown sugar in aroma and cup. Sweet-tart structure with brisk acidity; crisp, velvety mouthfeel. The gently drying finish leads with notes of cocoa powder and brown sugar, with hints of sweet herbs in the long.","A friendly, engaging Ethiopia natural cup whose tart fruit impulses are balanced by crisp cocoa and sweet herb.","Guji Zone, Oromia Region, Southern Ethiopia",$20.00/12 ounces,"Produced in the distinguished Guji growing region, nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, largely from distinctive indigenous landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Breck Coffee Roasters is a specialty roaster in Breckenridge, Colorado committed to high quality coffee and social and environmental responsibility. Visit www.breckenridgecoffeeroasters.com for more information.

 ",February 2023,Medium-Light,Breck Coffee Roasters,"Breckenridge, Colorado",https://www.coffeereview.com/review/ethiopia-guji-kercha-g2/
Tanzania Peaberry,92.0,9.0,8.0,8.0,8.0,9.0,,58/78,"Sweet-toned, pleasingly floral. Baking chocolate, honeysuckle, hazelnut, fresh-cut fir, cane sugar in aroma and cup. Sweet structure with brisk acidity; full, velvety mouthfeel. Crisp, sweet, wood-framed finish with undertones of baking chocolate and hazelnut.","Delicately crisp chocolate and sweet floral notes animate this inviting, subtly complex Tanzania.",Tanzania,$21.00/12 ounces,"This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops a single, oval bean rather than the usual pair of flat-sided beans. Perhaps arbitrarily, Tanzania is particularly associated with its peaberry grades. Pink Elephant Coffee, with a cafe in Park City, Utah and a roastery in nearby Heber City, crafts coffees for Western adventurers, and commits a portion of sales proceeds to conservation-minded nonprofits. Visit www.pinkelephantcoffee.com for more information.",February 2023,Medium-Light,Pink Elephant Coffee,"Park City, Utah",https://www.coffeereview.com/review/tanzania-peaberry-8/
Glow Seasonal Reserve Blend,92.0,8.0,8.0,9.0,8.0,9.0,,64/82,"Sweetly-tart, fruit-toned. Dried raspberry, baking chocolate, clove, lime zest, fresh-cut oak in aroma and cup. Sweet-tart structure with brisk acidity; lightly satiny mouthfeel. Spice-toned finish with undercurrents of berries and crisp chocolate.","This blend of two organic Ethiopia coffees offers a lively and original range of aroma and flavor, from baking spices to dried berries.",Ethiopia,$19.00/12 ounces,"A seasonally rotating blend of two organic-certified Ethiopia coffees, one washed and one natural-processed. Big Creek Coffee Roasters is a small, quality-oriented batch roaster located in Montana’s Bitterroot Valley. Visit www.bigcreekcoffeeroasters.com for more information.",February 2023,Light,Big Creek Coffee Roasters,"Hamilton, Montana",https://www.coffeereview.com/review/glow-seasonal-reserve-blend/
Kenya Muiri Estate Peaberry,92.0,8.0,8.0,9.0,8.0,9.0,,58/78,"Balanced, deeply sweet. Black currant, ginger blossom, orange zest, cedar, cocoa nib in aroma and cup. Sweet-toned structure with malic (green apple-like) acidity; delicately satiny mouthfeel. The finish leads with notes of cocoa nib and cedar.",An easygoing Kenya cup with classic notes of black currant supported by crisp cocoa and rich aromatic wood notes.,"Kiambu County, Kenya",$24.00/12 ounces,"Produced by the Muigai Family from trees of the SL28, SL34, K7 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Certified USDA Organic. Based in southern Oregon, Noble Coffee is a wholesale and retail roasting company focused on quality, social responsibility and environmental consciousness. Visit www.noblecoffeeroasting.com or call 541-488-3288 for more information.",February 2023,Medium-Light,Noble Coffee,"Ashland, Oregon",https://www.coffeereview.com/review/kenya-muiri-estate-peaberry/
Kenya Gaturiri AA,93.0,9.0,8.0,9.0,8.0,9.0,,62/80,"Richly and brightly sweet-savory. Raspberry, lemon verbena, cocoa nib, cedar, pink grapefruit zest in aroma and cup. Complex, bittersweet structure with juicy acidity; lightly satiny mouthfeel. The finish consolidates to notes of cocoa nib and pink grapefruit zest.","A juicy, bright Kenya, multi-layered and rich-toned, with cocoa nib and berries as throughlines.","Nyeri County, Kenya",$22.00/10 ounces,"Produced by smallholding farmers from trees of the SL28 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Color Coffee, which started as a home-roasting project, was formally founded in 2016 in Eagle, Colorado. Visit www.colorroasters.com for more information.",February 2023,Light,Color Coffee,"Eagle, Colorado",https://www.coffeereview.com/review/kenya-gaturiri-aa-2/
Ethiopia Guji Odo Shakiso,93.0,8.0,8.0,9.0,9.0,9.0,,62/82,"Sweetly-fruit-forward. Just-picked blueberry, honeycomb, cashew butter, marjoram, baking chocolate in aroma and cup. Sweet-toned structure with pert acidity; pillowy, creamy-smooth mouthfeel. The finish is centered around notes of honey and cashew.","A natural-processed Ethiopia with an especially plush, inviting mouthfeel and distinct blueberry notes with crisp chocolate undertones.","Guji Zone, Oromia Region, Southern Ethiopia",$20.00/12 ounces,"Produced in the distinguished Guji growing region, nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, largely from distinctive indigenous landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). The Nomadic Bean is a one-woman show, owned and operated by roaster Margo Askins and based in Jackson Hole, Wyoming. Visit www.nomadicbean.com for more information.",February 2023,Light,Nomadic Bean,"Jackson Hole, Wyoming",https://www.coffeereview.com/review/ethiopia-guji-odo-shakiso-2/
Kenya Karinga AA,93.0,9.0,8.0,9.0,8.0,9.0,,57/74,"Confident, juicy-bright. Black currant, cocoa nib, freesia, orange zest, fresh-cut cedar in aroma and cup. High-toned structure with phosphoric acidity; medium-weight, viscous mouthfeell. The lively finish leads with notes of black currant and hints of spice-toned florals.",A classic Kenya cup with vibrant acidity and particularly vivid expressions of the black currant and cocoa notes often associated with this origin.,"Kiambu County, Kenya",$19.95/12 ounces,"Produced by smallholding farmers from trees of the SL28 and SL34 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",February 2023,Medium-Light,Durango Coffee Company,"Durango, Colorado",https://www.coffeereview.com/review/kenya-karinga-aa/
